Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,City,State,Images
Flour Bakery + Cafe,BOS-CHT-121,42.3541978,-71.0915247,"209 Cambridge St, Boston, MA 02114, United States",02114,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUp8-L4EsOCglQdZuIyBcbMzA0CgdlH9sb-g-2klr01wZEz_30qSG3fcCcb5kj_Zch2X4X-cJYAE3xdpFyTUQjw7dKJw-Y1EDgw1_otkksd_WBVxRDLz7WwTelIROAOgfEKuMQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweovFwba55gkcXfbOKeDN5Ht2sqBLRAVBAVXnefgFqxvYQAxe83_B10PVEYJkA8XMBse-JiDAzURLIoa9Jp-yGO1M6xlkkZBNpLOEgCYilcMqCEA7LLjxRIje_9j3K5XYiHhx_xE=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w152-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweopaFf5wPCOb1_IaHNs19JbU9kTj08e8Y9toCDV84MD7wDoj1gHXPyuZTf8NPyiofChkbaPq0Vq2vfYdDw9g72dVfKO5D5Z3m1GPLx2I-ZFR8gMu_LLhGDc_6ROt9Xx77u1uGza=w86-h114-k-no
Kicco Italian Coffee,BOS-CHT-122,42.3541978,-71.0915247,"1 Nashua St, Boston, MA 02114, United States",02114,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwW3AXTgISXLBQsGlNrDTyvS2ruFOUjV9DiRZwGvWh1aSc0QaJj3q7Rn9OXXObYuTocJykRLmCnoUmBlYuK77ygy_OcPs7JXXcYdMBhoZE9WNeKK7bgMnPBNXbx5b7IdFJaMW8Ow=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUp8-L4EsOCglQdZuIyBcbMzA0CgdlH9sb-g-2klr01wZEz_30qSG3fcCcb5kj_Zch2X4X-cJYAE3xdpFyTUQjw7dKJw-Y1EDgw1_otkksd_WBVxRDLz7WwTelIROAOgfEKuMQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w152-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweopaFf5wPCOb1_IaHNs19JbU9kTj08e8Y9toCDV84MD7wDoj1gHXPyuZTf8NPyiofChkbaPq0Vq2vfYdDw9g72dVfKO5D5Z3m1GPLx2I-ZFR8gMu_LLhGDc_6ROt9Xx77u1uGza=w86-h114-k-no
Caffe Vittoria,BOS-CHT-123,42.3541978,-71.0915247,"290-296 Hanover St, Boston, MA 02113, United States",02113,Boston,MA,
Blank Street,BOS-CHT-124,42.3541978,-71.0915247,"97 Charles St, Boston, MA 02114, United States",02114,Boston,MA,
Waverly Kitchen & Bar Charlestown,BOS-CHT-125,42.3794577,-71.0813771,"231 Bunker Hill St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweopaFf5wPCOb1_IaHNs19JbU9kTj08e8Y9toCDV84MD7wDoj1gHXPyuZTf8NPyiofChkbaPq0Vq2vfYdDw9g72dVfKO5D5Z3m1GPLx2I-ZFR8gMu_LLhGDc_6ROt9Xx77u1uGza=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1P7oEovOQZdM-zsBezKoR_rd17fGWfVnR4VRiszZ7OcrwMNbum8AHjXNqZNFHy_fh08TQr6yt5aEZ1hweJhCssVTr3AOANn-6nxZh6Jrf4wMO8mPodH5XAzwNtz8KfzYGC3VKBcN_4wAV=w122-h92-k-no
mister Q. cafe,BOS-CHT-126,42.3794577,-71.0813771,"283 Main St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweopaFf5wPCOb1_IaHNs19JbU9kTj08e8Y9toCDV84MD7wDoj1gHXPyuZTf8NPyiofChkbaPq0Vq2vfYdDw9g72dVfKO5D5Z3m1GPLx2I-ZFR8gMu_LLhGDc_6ROt9Xx77u1uGza=w80-h106-k-no
Brewer's Fork,BOS-CHT-127,42.3794577,-71.0813771,"7 Moulton St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwf8DJKslQUItAEyEZ5CkIgec8FZwnOBZNtxhdvC8iNa2nKnfMWuaf7QItqkjb-kjm5EUr1jm1I7S8o2hIF7lzLx2swIRFjE3VS_LofUB46kq26abr4kMjNE2tUA3kRQgXI5tXoQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Blackmoor Bar and Kitchen,BOS-CHT-128,42.3794577,-71.0813771,"1 Chelsea St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMci7YnChtJ9eOT2ajL43jSlTfUQzl_aQLuydXtAKq2y3RV6dHqOvwkabYjCgZ1w__kMJz_Al7FYAm-lMhHnMpizY0inF62p3PnQAmXhtTc69eot_hEzYj87_KYoRN_hDxm8Tk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwf8DJKslQUItAEyEZ5CkIgec8FZwnOBZNtxhdvC8iNa2nKnfMWuaf7QItqkjb-kjm5EUr1jm1I7S8o2hIF7lzLx2swIRFjE3VS_LofUB46kq26abr4kMjNE2tUA3kRQgXI5tXoQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Peruvian Taste,BOS-CHT-129,42.3871867,-71.09301,"78 Arlington Ave, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsOz9n7MWqxPFBLTbTFRZKNwiFwALBsXpGmrSCxqQGEDjfoY0UaN8qhWzDy3FFp9kB1qGInWy9wEKRs5Z0h5fM_dm0kjgUUr7xocCl7ezps3xaEYkEv8dk3VL-9DLqlDwwzN3zyg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMci7YnChtJ9eOT2ajL43jSlTfUQzl_aQLuydXtAKq2y3RV6dHqOvwkabYjCgZ1w__kMJz_Al7FYAm-lMhHnMpizY0inF62p3PnQAmXhtTc69eot_hEzYj87_KYoRN_hDxm8Tk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Pier 6,BOS-CHT-130,42.3731806,-71.0681371,"1 8th St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdvKy1Q2XVpvh2lHNGErH3Mm3zCpmLoLNdCLMab4zPuNkPIy7y9loNch79uvUKy7bJUtpWNRKLk8ON1gM9uzl-yHw_yOmLoFhtEh0Q16jVNguMzDUP7-7glwu_1NCEzfTohUKk3OaIKPH3=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsOz9n7MWqxPFBLTbTFRZKNwiFwALBsXpGmrSCxqQGEDjfoY0UaN8qhWzDy3FFp9kB1qGInWy9wEKRs5Z0h5fM_dm0kjgUUr7xocCl7ezps3xaEYkEv8dk3VL-9DLqlDwwzN3zyg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
The Shop at Dovetail,BOS-CHT-131,42.3731806,-71.0681371,"1 1st Ave, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXFEgVWUQSBv7T1iC61pkWKIwcjmSj--lzZSoDhKvBJ4PZ1Yo_1McKWnw8hAofziWU7Lu6BR1T8M_wd9misBDeiLcxxcpOJg4uBVoGtBJ9uPGgvq6BSuNJ2H5l-L35pe0yyEG5=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdvKy1Q2XVpvh2lHNGErH3Mm3zCpmLoLNdCLMab4zPuNkPIy7y9loNch79uvUKy7bJUtpWNRKLk8ON1gM9uzl-yHw_yOmLoFhtEh0Q16jVNguMzDUP7-7glwu_1NCEzfTohUKk3OaIKPH3=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Mini Donut Diva,BOS-CHT-132,42.3835512,-71.0924541,"Foundation Kitchen, 32 Cambridge St, Charlestown, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepU8zd38xvOTHIZHOwGv0XmkewRQKXMvBKZEw4L_QHj59MUwcSIIvGOSLjqvH_n6JAxABV6I_pQVakDwGCXtNDRV4Io4jVfuPz_BpKHr-xjvNHtwkfEEwcMmBqeEUgr2eGY_7LJzQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXFEgVWUQSBv7T1iC61pkWKIwcjmSj--lzZSoDhKvBJ4PZ1Yo_1McKWnw8hAofziWU7Lu6BR1T8M_wd9misBDeiLcxxcpOJg4uBVoGtBJ9uPGgvq6BSuNJ2H5l-L35pe0yyEG5=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Bloc Cafe,BOS-CHT-133,42.3808083,-71.1148772,"11 Bow St, Somerville, MA 02143, United States",02143,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTzyszNmZhkMdiN7wxAGBgZAL_wL-bEVTP5c0fWdufKrq570x3gULyS3INa-4QUBCf3XObvwT40NxlkKC37XLxUIeRKEbZdj0Xw2fJDxXV2Q1_qSteC14m_jdZvu_xIrXVcstS=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepU8zd38xvOTHIZHOwGv0XmkewRQKXMvBKZEw4L_QHj59MUwcSIIvGOSLjqvH_n6JAxABV6I_pQVakDwGCXtNDRV4Io4jVfuPz_BpKHr-xjvNHtwkfEEwcMmBqeEUgr2eGY_7LJzQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Cafe Beatrice,BOS-CHT-134,42.3720431,-71.0936119,"100 N First St, Cambridge, MA 02141, United States",02141,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepoXVWy1Xlpho8eEpHfAuLNRpjJkhiqfRrGtJ4EOsRvI75mWj7m8yNyc2Be2Ft18mlmsV0rpxoGZeo_lRGM0jMoBaHWBrtU0LoK-X40Fas_Q70CttIWHDrZd8BW_b4-oXeem3i8kQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTzyszNmZhkMdiN7wxAGBgZAL_wL-bEVTP5c0fWdufKrq570x3gULyS3INa-4QUBCf3XObvwT40NxlkKC37XLxUIeRKEbZdj0Xw2fJDxXV2Q1_qSteC14m_jdZvu_xIrXVcstS=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
The Corner Restaurant - Fresh Dominican Food Daily,BOS-CHT-135,42.3782584,-71.0788513,"156 Bunker Hill St, Boston, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovnCWr1OYYCVoODCzLNYCay7IeF48NDFXrHtxGAVne5UPNk6ss56wbiC1mSqX1Xdn0pMflKVtOMOGD1I3j9FoADsmMBsvd7cJe4xtf5ercmGDvNHW6QJ0c1XFs3vQ149Y9mdiZ4A=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepoXVWy1Xlpho8eEpHfAuLNRpjJkhiqfRrGtJ4EOsRvI75mWj7m8yNyc2Be2Ft18mlmsV0rpxoGZeo_lRGM0jMoBaHWBrtU0LoK-X40Fas_Q70CttIWHDrZd8BW_b4-oXeem3i8kQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Tangierino Lounge,BOS-CHT-136,42.3782584,-71.0788513,"73 A Main St, Boston, MA 02129, United States",02129,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepDmkT1bJWZyEKmPKDwaG6ittPDfa5U8_2bMPZUoGuHO-BCM-FWdMipJ-GN0wQtB0HgFmob5pmk5zzOIaBgkEqwCNcHroyO51ptmDGXhYtf8T7AXQfU_r7dNmxezRG69IQpIWxO=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweovnCWr1OYYCVoODCzLNYCay7IeF48NDFXrHtxGAVne5UPNk6ss56wbiC1mSqX1Xdn0pMflKVtOMOGD1I3j9FoADsmMBsvd7cJe4xtf5ercmGDvNHW6QJ0c1XFs3vQ149Y9mdiZ4A=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
Toasted Flats,BOS-CHT-137,42.3711266,-71.0551587,"53 Chelsea St, Boston, MA 02128, United States",02128,Boston,MA,
Bonne Chance Cafe,BOS-CHT-138,42.3642353,-71.0776003,"77 Canal St, Boston, MA 02114, United States",02114,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKL3bjFozH0l53NAYE7MKgVZdGpDXhewZDnRuKZr7bZJBon8dNuq_NkuIrgTIiYMOrCSAe9U3st-CyI16-YZlhKYG2rIL5ajKDEUGLo3XteAfloEhLWkpnQCL55p3MsoVwVc4rpg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyVK1LSHiYCJ4Sx9XXPDPeUlKHeflLctL7RpJJ5iecpx8agvUobUJ7V0CuLx8hVVGlD3D_C6LaNroE2u1H4Dc1Yj5kmZM6UFDjeiwMfjMpJhGDpBhUUY-ht-yI66HX9bh3LIbGj0MmVfHE=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBwtlQ155Opi7t3BEMQjh99K80h1sTBLa-1Fd6sWgMp4VDl-aEZVA0KseGClmP5J46ehigzrsl3iJ-KFYPvu83mWe0tcUu1LO_AQ9jvCVF2MGAuJT_lGIz4fd6YRCklPbDNOrJ=w163-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7BVi_KWtTWgXi1q7h5Ay4xYNiFvG0j7VpMufFJ7fDbcUIDwFiAxqJj6tXbAbXlXhqQJne3muFVVwc0XM0x3r4_tndY7p_ozcfGd1-Fss5GdLOypPXCd9jWQNZq-Urq9t4eF_8=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqj6B_tlufU8RonuHntVpQyU2cH9Q6Sr7w_vej1xoAf0hHGNsJSqquWkCkUvC_AJLKtmhJtnIkCZXGRMXllOQy5LRtH6crNlzjiJezDPClkiVY5O6aqpFspMWQNOFkLFZ94USxM=w143-h92-k-no
