Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,City,State,Images
PS Gourmet Coffee,BOS-DOR-111,42.3352003,-71.11794,"106 Dorchester St, Boston, MA 02127, United States",02127,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBKSfZavwk7ueHk3-4wLYsLn9p5WsNLrfsBU7szQErAkPV8bv_IZOSFOKxZA3XwOtFW-kFzu4-6hS4P58wrcs2BJKl9XjYUYT7Zm7MMDBDTx3aby4ifobCeCbbPdokAO2XNZrn=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVTuWUU0fbFv3cNMHzRGexk6cHKPezhcDwWFUod_7TnFRr5_XwrhjsIB6Enf2kk-XmPa3oUGz_ohfYxa7N_LTj2_7nwLjNokZ8n-LeR-D9so3_eKfOXGU4p7vE3xUcDee32HRc=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Reign Drink Lab,BOS-DOR-112,42.3352003,-71.11794,"54 Old Colony Ave, Boston, MA 02127, United States",02127,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTcaQMXc1z-tWrfPFJ_f5ARRNGCRrNqHr9n32_2ydoweTWsuI2jpQKkwvY6xJMK0DzsT8bHM1Btw-P5Ryw7W_MsU_uStGhdENIJ0jaKjw8VIu3JCtlYQa4bV_Md_yRJLL6ZDPD=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5kGaVGQo_Upn1ledRoMUpN9AFMJ6Q8lUoH9uJB4GivVZ8EtEbZTvm4zeBZMNlvANvlxk6ozkvekoobtXVxsTG3ISGkewSh6425bm4Va1HfIJLexvkftzs0Ocu9vr0Qe6uVG0wEQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
District 7 Cafe,BOS-DOR-113,42.3352003,-71.11794,"376 Warren St, Boston, MA 02119, United States",02119,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnWabXQarxgEIay7zuftZpCx6cf5Y-3UEEKesnBoS91uWryo_KuKHWfv_kZ8UiG47cEbGVL1fZAzTz9m9xZ5WDm7bA3N0CALVv2LQF933J_BXdJByfbv5phMVSoUCzWPdmKmA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqTcaQMXc1z-tWrfPFJ_f5ARRNGCRrNqHr9n32_2ydoweTWsuI2jpQKkwvY6xJMK0DzsT8bHM1Btw-P5Ryw7W_MsU_uStGhdENIJ0jaKjw8VIu3JCtlYQa4bV_Md_yRJLL6ZDPD=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Starbucks Coffee Company,BOS-DOR-114,42.3352003,-71.11794,"7 Allstate Rd, Boston, MA 02125, United States",02125,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiGFqPaytrMRMwqJOaPlWEiDjnsNJNrgzmIU4lRpfBiE1UTICK0BXMaohutymOWVkX_irtfMKJ3Y0kiY-iWdIr1V-rEKzLahUnsloY6SCdmbv9dUNMNkoR2tqKwisVzEBCKGWki8OHBo8=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnWabXQarxgEIay7zuftZpCx6cf5Y-3UEEKesnBoS91uWryo_KuKHWfv_kZ8UiG47cEbGVL1fZAzTz9m9xZ5WDm7bA3N0CALVv2LQF933J_BXdJByfbv5phMVSoUCzWPdmKmA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Broadway’s Pastry & Coffee Shop,BOS-DOR-115,42.3352003,-71.11794,"258 W Broadway, Boston, MA 02127, United States",02127,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3UwtvvCj6286y9UHHOqf5vEdPukcAMUOb7d_3uFXACsbaraWUbfjbfsvLAeSDwCwTevTScPHPwoIBnPu8oJqSLlA-YDsZe2h_vGdRPktk6IM13iQZklGjaldC7BrxcKlhHpCuPBkY7JM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiGFqPaytrMRMwqJOaPlWEiDjnsNJNrgzmIU4lRpfBiE1UTICK0BXMaohutymOWVkX_irtfMKJ3Y0kiY-iWdIr1V-rEKzLahUnsloY6SCdmbv9dUNMNkoR2tqKwisVzEBCKGWki8OHBo8=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Olga's Kafe,BOS-DOR-116,42.3352003,-71.11794,"206 W Broadway, Boston, MA 02127, United States",02127,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLNDeYWKRCa2k-moWGfg7Fzavpe-CvR9wmjOwx9pJprfQoj4XnthEh7epiVh3BJMeE0zzOQhIkHPaLrcC578zcz41YxIkmA-EThJSg_qq2wWiwOpeK9XvrpISi347iKuEf7VytdQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3UwtvvCj6286y9UHHOqf5vEdPukcAMUOb7d_3uFXACsbaraWUbfjbfsvLAeSDwCwTevTScPHPwoIBnPu8oJqSLlA-YDsZe2h_vGdRPktk6IM13iQZklGjaldC7BrxcKlhHpCuPBkY7JM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Thinking Cup,BOS-DOR-117,42.3352003,-71.11794,"85 Newbury St, Boston, MA 02116, United States",02116,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1N_vF9mwJtWPOAGF9A8vnb9CSNSe3ttZP4mm1psg-vJGvc4OrQQPUxxJWSynZC6CUOdln0uk1GHwJcnKi6FunnJOpxXRpN_JbtL9Vz98InNaWhZBRaE7yr9WEsPKQ_rXAWjvl9g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLNDeYWKRCa2k-moWGfg7Fzavpe-CvR9wmjOwx9pJprfQoj4XnthEh7epiVh3BJMeE0zzOQhIkHPaLrcC578zcz41YxIkmA-EThJSg_qq2wWiwOpeK9XvrpISi347iKuEf7VytdQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Chinatown - Jaho Coffee Roaster & Wine Bar,BOS-DOR-118,42.3352003,-71.11794,"665 Washington St, Boston, MA 02111, United States",02111,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBlvlvbEXD3-XEpNm-5ewzsWjE5fr1bEaGzz-RG4MS5z5uoCm9ZUBDwSL4Q6kIU3gwFYTDCAFNW7MOcnu2MTv46JdBp8lPdKtkAcc1t0epTIPuQ7677Uw68LbmDr34XDPqXdcyJA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1N_vF9mwJtWPOAGF9A8vnb9CSNSe3ttZP4mm1psg-vJGvc4OrQQPUxxJWSynZC6CUOdln0uk1GHwJcnKi6FunnJOpxXRpN_JbtL9Vz98InNaWhZBRaE7yr9WEsPKQ_rXAWjvl9g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Kneeland Café,BOS-DOR-119,42.3352003,-71.11794,"75 Kneeland St, Boston, MA 02111, United States",02111,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAFfqr1tWklFCd4gRAuzCYfusUvcfxY6eJIOPWRphs8w6PaQJbUdxtw94H1_mWt5Wue7vFV0eTPSGsd907YVStbgA818KB93WaNgzmEqVhgCtZ-ze4qsHapH4q9Igs97cLzJL8NA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBlvlvbEXD3-XEpNm-5ewzsWjE5fr1bEaGzz-RG4MS5z5uoCm9ZUBDwSL4Q6kIU3gwFYTDCAFNW7MOcnu2MTv46JdBp8lPdKtkAcc1t0epTIPuQ7677Uw68LbmDr34XDPqXdcyJA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Dudley Cafe,BOS-DOR-120,42.3352003,-71.11794,"15 Warren St, Boston, MA 02119, United States",02119,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1bg5iDTgUlzG4DIdmfXEJ_-36xmE25mVUHRVhNHWmC-xkwE_l9ibIu8jjVix1XZ-jhJTS5m4ny0Ugp_PufDM6U3g51HRMugzguOkoIGUjjX7am3LrTCslCeDM6klF6sjaNtzo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAFfqr1tWklFCd4gRAuzCYfusUvcfxY6eJIOPWRphs8w6PaQJbUdxtw94H1_mWt5Wue7vFV0eTPSGsd907YVStbgA818KB93WaNgzmEqVhgCtZ-ze4qsHapH4q9Igs97cLzJL8NA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Matcha Cafe Maiko,BOS-DOR-121,42.3426687,-71.1692175,"115 Jersey St, Boston, MA 02215, United States",02215,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXdDEpQiTObYaKMzM-EExvEMhxsA3_11fK5pLEI2YG71T9XbioxSQnNYYoFkYVmUJOYCXl0vKiN8vwI_s9hohqbWlD_6eixv5ceMZx-VLQjIPHMdzQqlZcO8uN66hD9oANBffL6w=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1bg5iDTgUlzG4DIdmfXEJ_-36xmE25mVUHRVhNHWmC-xkwE_l9ibIu8jjVix1XZ-jhJTS5m4ny0Ugp_PufDM6U3g51HRMugzguOkoIGUjjX7am3LrTCslCeDM6klF6sjaNtzo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Monumental Market,BOS-DOR-122,42.3426687,-71.1692175,"36 South St, Jamaica Plain, MA 02130, United States",02130,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAW9M5AQ9vEBa37uJUKiFVP5KtDrFu7ebzSNLzAbMXxgvph2xft75bVHr9spie520wni1FJzbt94OuQ_dcu7cCiGL3qIU3uLuQBYnbU7M4TttFvyKizA_K7EVJ7wPb5VIKaRusRw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerXdDEpQiTObYaKMzM-EExvEMhxsA3_11fK5pLEI2YG71T9XbioxSQnNYYoFkYVmUJOYCXl0vKiN8vwI_s9hohqbWlD_6eixv5ceMZx-VLQjIPHMdzQqlZcO8uN66hD9oANBffL6w=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Flour Bakery + Cafe,BOS-DOR-123,42.3426687,-71.1692175,"131 Clarendon St, Boston, MA 02116, United States",02116,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNhlzpeByy4g_y1z9RPcmPP9SPu9abjJY-BA1g3eipBxFALR_mENWyLfmkFTW_zBASzTGYCrNW1fOMkYz0bzqsmfPQzBNaFGHPtHoQOdIMk3YvMlEaZyrLrbXgl56oVT8Z_uN8=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAW9M5AQ9vEBa37uJUKiFVP5KtDrFu7ebzSNLzAbMXxgvph2xft75bVHr9spie520wni1FJzbt94OuQ_dcu7cCiGL3qIU3uLuQBYnbU7M4TttFvyKizA_K7EVJ7wPb5VIKaRusRw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Tatte Bakery & Cafe | South Boston,BOS-DOR-124,42.3426687,-71.1692175,"60 Old Colony Ave, Boston, MA 02127, United States",02127,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwephPTmYvX3b-leE8TaQZUZK3gzA5qKYpXJyhi8ptemNuOJkZzqGURXoXQzhud8VS8F4H0Q89Uws-mpLMOIOEOB1f4vc31prQuRwovLAl6Lx0BLlak2QQYB8P3ZYAVWELsAIdAGpgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNhlzpeByy4g_y1z9RPcmPP9SPu9abjJY-BA1g3eipBxFALR_mENWyLfmkFTW_zBASzTGYCrNW1fOMkYz0bzqsmfPQzBNaFGHPtHoQOdIMk3YvMlEaZyrLrbXgl56oVT8Z_uN8=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
Midnight Morning,BOS-DOR-125,42.286829,-71.2020411,"14 Birch St, Boston, MA 02131, United States",02131,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjJjnTWgEylbUUjxo7EBCqgVWFH8uTaPwMpDT-b9o-5JljUbRq8Pr7X1liWsusBXRECK2GQiGI6-YQ_xoWzxFmc6uzb1PGA9AZuGWwKwTPEltbFtkxsZUGZYEht964j6hHMN7ksA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwephPTmYvX3b-leE8TaQZUZK3gzA5qKYpXJyhi8ptemNuOJkZzqGURXoXQzhud8VS8F4H0Q89Uws-mpLMOIOEOB1f4vc31prQuRwovLAl6Lx0BLlak2QQYB8P3ZYAVWELsAIdAGpgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbgxJRZqaiNJbtOpLsUJaEcKQs1BZEakf-IFO0bnS4pSpCOFDs13HcZTN1WhK4Hs3aoV7hROGZC5DEkKabJpVGitYtz7jek8qYhDx9cVDmIk-wb5VqnwbLsBFT7okZU7pWFkv2=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2iIm5uFkeuoKlBFKkpuydNpM38anhiFpEFV2nw6BqR-4W3rlVzCFPpBtiXe2teTx-veeh3B4o-dvR_A7SzVQE9SmdREc0hS8hi03JtNBeuRFpFgNb72D68gpwoApiifGQD7VO=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweokly087AsVlXKssJLP7UUeFyaASfxO0awxW2o2gB7ByH9rR8nHv2KPhCCW3j5TDE0qfdaaDR66fBeC8TIVWGjrxpUTG4S3KEybkLnWfkXnVytHizMo7P87mMSmyB28jvp2Nb5ZMw=w86-h114-k-no
