Shop Name,Menu Item,Price
Sorelle Bakery & Cafe,Fruit /Lemon Tarts,$5.50
Sorelle Bakery & Cafe,Lemon Ricotta Pound Cake,$4.75
Sorelle Bakery & Cafe,"Egg White, Avocado, Swiss Bagel Sandwich",$8.75
Sorelle Bakery & Cafe,Salmon Bagel Sandwich,$11.95
Sorelle Bakery & Cafe,Açaí Bowl,$12.95
Sorelle Bakery & Cafe,Fresh Fruit Cup,$5.50
Sorelle Bakery & Cafe,Yogurt Granola Fruit Parfait,$6.95
Sorelle Bakery & Cafe,Steel Cut Irish Oatmeal,$5.50
Sorelle Bakery & Cafe,Avocado Toast,$10.95
Sorelle Bakery & Cafe,Banana & Nutella Toast,$7.95
Sorelle Bakery & Cafe,Sorelle Club,$13.25
Sorelle Bakery & Cafe,Southwestern Chicken,$13.75
Sorelle Bakery & Cafe,The Italian,$13.25
Sorelle Bakery & Cafe,Smashed Avocado & Chickpea,$12.25
Sorelle Bakery & Cafe,"Bacon, Lettuce & Tomato",$12.50
Sorelle Bakery & Cafe,"Prosciutto, Fig & Goat Cheese",$14.25
Sorelle Bakery & Cafe,Roast Salmon & Avocado Sandwich,$14.50
Sorelle Bakery & Cafe,Turkey Cranberry & Cheddar,$12.95
Sorelle Bakery & Cafe,Roast Beef Swiss & Tomato,$12.95
Sorelle Bakery & Cafe,Tuna Aioli,$12.75
Sorelle Bakery & Cafe,Chicken Pomodoro,$13.50
Sorelle Bakery & Cafe,Mediterranean Lavash,$11.95
Sorelle Bakery & Cafe,Med Lavash w/Chicken,$14.95
Sorelle Bakery & Cafe,Roasted Turkey Sandwich,$11.95
Sorelle Bakery & Cafe,Country Ham Sandwich,$11.75
Sorelle Bakery & Cafe,Chicken Breast Sandwich,$12.25
Sorelle Bakery & Cafe,Roast Beef Sandwich,$11.95
Sorelle Bakery & Cafe,Tuna Salad Sandwich,$11.75
Sorelle Bakery & Cafe,Cubano,$13.25
Sorelle Bakery & Cafe,Caprese,$11.95
Sorelle Bakery & Cafe,Caprese w/Chicken,$14.95
Sorelle Bakery & Cafe,"Tuna, Swiss & Tomato",$12.75
Sorelle Bakery & Cafe,"Turkey, Bacon & Cheddar",$13.25
Sorelle Bakery & Cafe,"Chicken, Provolone & Roasted Peppers",$13.50
Sorelle Bakery & Cafe,"Ham, Apple & Swiss",$12.95
Sorelle Bakery & Cafe,Mexican Meatballs Soup,$6.25
Sorelle Bakery & Cafe,Mixed Greens,$6.95
Sorelle Bakery & Cafe,Mixed Greens w/Chicken,$9.95
Sorelle Bakery & Cafe,Chicken Cobb Salad,$14.25
Sorelle Bakery & Cafe,Salmon & Avocado Salad,$15.25
Sorelle Bakery & Cafe,Mediterranean Salad,$11.95
Sorelle Bakery & Cafe,Mediterranean Salad w/Chicken,$14.95
Sorelle Bakery & Cafe,Kale Caesar Salad,$10.95
Sorelle Bakery & Cafe,Kale Caesar Salad w/Chicken,$13.95
Sorelle Bakery & Cafe,Italian Chopped,$13.25
Sorelle Bakery & Cafe,Cape Cod Chips,$2.39
Sorelle Bakery & Cafe,Joe's Chips,$2.69
Sorelle Bakery & Cafe,Multigrain Chips,$2.89
Sorelle Bakery & Cafe,Blue Corn Chips,$2.89
Sorelle Bakery & Cafe,Terra Chips,$2.89
Sorelle Bakery & Cafe,Sweet Potato Chips,$2.69
Sorelle Bakery & Cafe,Salt & Vinegar Chips,$2.69
Sorelle Bakery & Cafe,Bacon Cheddar Chips,$2.69
Sorelle Bakery & Cafe,Barbecue Potato Chips,$2.69
Sorelle Bakery & Cafe,Jalapeño Chips,$2.69
Sorelle Bakery & Cafe,Sour Cream & Onion Chips,$2.69
Sorelle Bakery & Cafe,Salted Joe's Chips,$2.69
Sorelle Bakery & Cafe,Brewed Coffee,$3.75
Sorelle Bakery & Cafe,Decaf Brewed Coffee,$3.75
Sorelle Bakery & Cafe,Caffe Latte,$4.95
Sorelle Bakery & Cafe,Cappuccino,$4.95
Sorelle Bakery & Cafe,Americano,$4.25
Sorelle Bakery & Cafe,Caffe Mocha,$5.50
Sorelle Bakery & Cafe,Pistachio Latte,$5.50
Sorelle Bakery & Cafe,Vanilla Maple Latte,$5.75
Sorelle Bakery & Cafe,Hot Chocolate,$4.50
Sorelle Bakery & Cafe,Box Hot Chocolate,$34.95
Sorelle Bakery & Cafe,Hot Water/Cup,$1.00
Sorelle Bakery & Cafe,Machiatto,$4.25
Sorelle Bakery & Cafe,Loose Tea,$3.50
Sorelle Bakery & Cafe,Tea Satchels,$3.50
Sorelle Bakery & Cafe,Chai Spice Latte,$4.95
Sorelle Bakery & Cafe,Matcha Latte,$5.25
Sorelle Bakery & Cafe,London Fog Tea Latte,$4.75
Sorelle Bakery & Cafe,Turmeric Golden Milk Latte-Sm,$4.25
Sorelle Bakery & Cafe,Turmeric Golden Milk Latte-Lg,$4.75
Sorelle Bakery & Cafe,Rooibos Tea Latte-Sm,$4.75
Sorelle Bakery & Cafe,Lg Turmeric golden lady,$5.95
Sorelle Bakery & Cafe,Korean Strawberry Milk,$5.25
Sorelle Bakery & Cafe,Fruit Smoothie,$7.25
Sorelle Bakery & Cafe,Iced Coffee,$3.75
Sorelle Bakery & Cafe,Iced Latte,$5.25
Sorelle Bakery & Cafe,Iced Tea,$3.75
Sorelle Bakery & Cafe,Iced Chai Latte,$4.95
Sorelle Bakery & Cafe,Iced Matcha Tea Latte,$5.25
Sorelle Bakery & Cafe,Iced London Fog Tea Latte,$4.95
Sorelle Bakery & Cafe,Iced Chocolate Milk,$4.75
Sorelle Bakery & Cafe,Homemade Lemonade,$4.25
Sorelle Bakery & Cafe,Iced Americano Small,$3.95
Sorelle Bakery & Cafe,Iced Americano Large,$4.75
Sorelle Bakery & Cafe,Iced London Fog-Sm,$4.95
Sorelle Bakery & Cafe,Iced London Fog-Lg,$5.50
Sorelle Bakery & Cafe,Iced Mocha - Sm,$5.50
Sorelle Bakery & Cafe,Iced Mocha- Lg,$5.95
Sorelle Bakery & Cafe,Iced Vanilla Maple Latte - Sm,$5.75
Sorelle Bakery & Cafe,Iced Vanilla Maple Latte -Lg,$6.25
Sorelle Bakery & Cafe,Iced Pistachio Latte -Sm,$5.50
Sorelle Bakery & Cafe,Iced Pistachio Latte -Lg,$5.95
Sorelle Bakery & Cafe,Half Half -Sm,$4.25
Sorelle Bakery & Cafe,Half & Half- Lg,$4.75
Sorelle Bakery & Cafe,Iced Turmeric Milk Latte-Lg,$4.95
Sorelle Bakery & Cafe,Coca-Cola/Diet Coke Can,$2.95
Sorelle Bakery & Cafe,Poland Springs Water,$2.95
Sorelle Bakery & Cafe,Natalie's Lemonade,$4.75
Sorelle Bakery & Cafe,San Pellegrino Sparkling Mineral Water,$3.50
Sorelle Bakery & Cafe,Spindrift Seltzers,$2.95
Sorelle Bakery & Cafe,Harney & Sons Tea,$3.75
Sorelle Bakery & Cafe,Boylan Soda,$3.50
Sorelle Bakery & Cafe,Vita Coco,$4.25
Sorelle Bakery & Cafe,Health Ade Kombucha,$5.95
Sorelle Bakery & Cafe,Red Jacket Apple Juices,$4.50
Sorelle Bakery & Cafe,Pressed Raw Juices/Smoothies,$6.75
