Name,Address,Shop Code,Pincode,Category,Subcategory,Menu,Price,Latitude,Longitude,Taste
Results,N/A,CAFE-N/A-1,N/A,Cafe,Coffee Shop,N/A,Check Photos,23.0355701,72.5224973,Standard
